### 01100	Metabolic pathways
sacce:4439	K11204
sacce:3152	K02178
sacce:6013	K02210
sacce:3665	K06641
sacce:5156	K02541
sacce:6459	K02542
sacce:4169	K02607
sacce:3499	K02202
sacce:2633	K06067
sacce:2654	K03364
sacce:6377	K06630
sacce:1128	K06639
sacce:5898	K08866
sacce:3977	K04728
sacce:3515	K03358
sacce:6303	K02540
sacce:3752	K02606
sacce:151	K02180
sacce:4359	K06669
sacce:1517	K06630
sacce:3289	K02213
sacce:5660	K04802
sacce:2509	K03359
sacce:4307	K03356
sacce:1162	K02216
sacce:4549	K02608

### 04111	Cell cycle - yeast
sacce:5898	K08866
sacce:1975	K06679
sacce:1128	K06639
sacce:1137	K02516
sacce:2654	K03364
sacce:5850	K06673
sacce:5704	K06659
sacce:6262	K02830
sacce:3801	K02544
sacce:6614	K04382
sacce:6459	K02542
sacce:4169	K02607
sacce:939	K03456
sacce:6392	K02309
sacce:1568	K06655
sacce:5156	K02541
sacce:3588	K06660
sacce:6013	K02210
sacce:3665	K06641
sacce:831	K06682
sacce:3152	K02178
sacce:498	K06676
sacce:3464	K02214
sacce:3512	K10259
sacce:3347	K06651
sacce:4549	K02608
sacce:2103	K02543
sacce:5640	K11272
sacce:3232	K06648
sacce:4617	K06668
sacce:1162	K02216
sacce:2477	K06650
sacce:5970	K18639
sacce:1619	K04354
sacce:4449	K09202
sacce:2509	K03359
sacce:3134	K06649
sacce:4307	K03356
sacce:5860	K03114
sacce:230	K06661
sacce:3289	K02213
sacce:2680	K04563
sacce:2658	K06686
sacce:900	K06665
sacce:1802	K02307
sacce:159	K06681
sacce:151	K02180
sacce:5947	K06667
sacce:4359	K06669
sacce:5802	K02555
sacce:3752	K02606
sacce:35	K12413
sacce:2646	K02181
sacce:227	K03361
sacce:3515	K03358
sacce:6303	K02540
sacce:3682	K03094
sacce:3735	K04382
sacce:5924	K03355
sacce:6581	K02220
sacce:850	K12575
sacce:2094	K06656
sacce:4247	K02605
sacce:1708	K06662
sacce:1790	K12416
sacce:1132	K06654
sacce:4154	K12577
sacce:1083	K02537
sacce:4222	K06636
sacce:5257	K06666
sacce:5576	K06675
sacce:1648	K06647
sacce:4415	K06678
sacce:6384	K06653
sacce:291	K06659
sacce:4188	K06663
sacce:1199	K12760
sacce:2614	K02515
sacce:4582	K02219
sacce:2748	K06671
sacce:1545	K06674
sacce:4002	K03350
sacce:6602	K06646
sacce:3702	K03347
sacce:5043	K12576
sacce:173	K02212
sacce:135	K06670
sacce:3573	K03351
sacce:898	K06628
sacce:2235	K06652
sacce:6553	K06684
sacce:4711	K09175
sacce:5484	K06651
sacce:2890	K06680
sacce:339	K03357
sacce:3477	K03349
sacce:5405	K06685
sacce:3722	K02209
sacce:1604	K02603
sacce:2167	K12578
sacce:4446	K02365
sacce:497	K03352
sacce:6089	K03360
sacce:1123	K06657
sacce:5420	K06677
sacce:5023	K06658
sacce:4885	K03348
sacce:2624	K02831
sacce:3233	K06683
sacce:4741	K02604
sacce:701	K02220
sacce:5102	K02179
sacce:606	K02646
sacce:776	K03085
sacce:323	K02627
sacce:5441	K03868
sacce:3975	K12414
sacce:3382	K06687
sacce:4707	K06672
sacce:5096	K12412
sacce:3584	K03363
sacce:3544	K03353

### 04112	Cell cycle - Caulobacter
sacce:1661	K03544

### 04113	Meiosis - yeast
sacce:4359	K06669
sacce:3752	K02606
sacce:2522	K08139
sacce:2680	K04563
sacce:6404	K08139
sacce:6303	K02540
sacce:3515	K03358
sacce:585	K09359
sacce:3869	K08139
sacce:1134	K12763
sacce:5202	K08139
sacce:3273	K08139
sacce:4338	K12783
sacce:3232	K06648
sacce:1162	K02216
sacce:2477	K06650
sacce:4289	K12781
sacce:2863	K04345
sacce:5975	K09235
sacce:5448	K12769
sacce:2919	K06269
sacce:2032	K04345
sacce:2103	K02543
sacce:4549	K02608
sacce:3347	K06651
sacce:3289	K02213
sacce:230	K06661
sacce:4307	K03356
sacce:5860	K03114
sacce:2509	K03359
sacce:3134	K06649
sacce:6604	K12764
sacce:3588	K06660
sacce:1979	K12774
sacce:5121	K04345
sacce:6392	K02309
sacce:5156	K02541
sacce:710	K08139
sacce:4169	K02607
sacce:939	K03456
sacce:6459	K02542
sacce:3152	K02178
sacce:3464	K02214
sacce:3176	K12779
sacce:4340	K08139
sacce:6013	K02210
sacce:6234	K08139
sacce:2787	K12765
sacce:1796	K08139
sacce:2040	K09359
sacce:1975	K06679
sacce:1128	K06639
sacce:3957	K01768
sacce:226	K12770
sacce:6614	K04382
sacce:6262	K02830
sacce:5704	K06659
sacce:3801	K02544
sacce:6624	K09243
sacce:3470	K08139
sacce:323	K02627
sacce:5904	K08139
sacce:776	K03085
sacce:6000	K08139
sacce:4741	K02604
sacce:2185	K10878
sacce:1967	K12767
sacce:3233	K06683
sacce:6374	K08139
sacce:674	K12762
sacce:4241	K06269
sacce:4182	K12761
sacce:3584	K03363
sacce:3052	K08139
sacce:3544	K03353
sacce:3975	K12414
sacce:3722	K02209
sacce:339	K03357
sacce:3477	K03349
sacce:4038	K12778
sacce:4885	K03348
sacce:2624	K02831
sacce:497	K03352
sacce:2485	K12771
sacce:4390	K12775
sacce:4150	K08139
sacce:568	K09358
sacce:1604	K02603
sacce:4446	K02365
sacce:2748	K06671
sacce:4002	K03350
sacce:3196	K12772
sacce:6602	K06646
sacce:4188	K06663
sacce:6100	K12777
sacce:2709	K12773
sacce:291	K06659
sacce:6109	K12768
sacce:3982	K08139
sacce:5635	K11582
sacce:5484	K06651
sacce:1837	K09468
sacce:3573	K03351
sacce:3585	K10872
sacce:898	K06628
sacce:5103	K12782
sacce:1175	K12776
sacce:5043	K12576
sacce:173	K02212
sacce:320	K08139
sacce:4247	K02605
sacce:1630	K12780
sacce:2271	K09468
sacce:3201	K11584
sacce:5924	K03355
sacce:3053	K08139
sacce:3735	K04382
sacce:850	K12575
sacce:1083	K02537
sacce:4222	K06636
sacce:2228	K12766
sacce:4560	K06269
sacce:5160	K06269
sacce:1708	K06662
sacce:1790	K12416

### 04114	Oocyte meiosis
sacce:4241	K06269
sacce:3544	K03353
sacce:3584	K03363
sacce:5441	K03868
sacce:4885	K03348
sacce:497	K03352
sacce:4446	K02365
sacce:3477	K03349
sacce:339	K03357
sacce:6348	K04348
sacce:3573	K03351
sacce:3616	K04371
sacce:3702	K03347
sacce:4002	K03350
sacce:3160	K06268
sacce:4273	K04348
sacce:4222	K06636
sacce:1083	K02537
sacce:4560	K06269
sacce:5160	K06269
sacce:3201	K11584
sacce:3735	K04382
sacce:5924	K03355
sacce:3682	K03094
sacce:3515	K03358
sacce:5158	K04371
sacce:1517	K06630
sacce:4359	K06669
sacce:4380	K02183
sacce:4307	K03356
sacce:2509	K03359
sacce:2032	K04345
sacce:2919	K06269
sacce:2863	K04345
sacce:3152	K02178
sacce:5121	K04345
sacce:939	K03456
sacce:6614	K04382
sacce:1975	K06679
sacce:6377	K06630

### 04210	Apoptosis
sacce:5158	K04371
sacce:5392	K07374
sacce:2301	K03237
sacce:6084	K05692
sacce:5268	K06276
sacce:6470	K08738
sacce:6373	K01173
sacce:4984	K06276
sacce:1620	K07827
sacce:3977	K04728
sacce:4335	K07827
sacce:3616	K04371
sacce:741	K06276
sacce:256	K08852
sacce:5093	K08738

### 04115	p53 signaling pathway
sacce:1162	K02216
sacce:3665	K06641
sacce:6470	K08738
sacce:3977	K04728
sacce:2591	K10808
sacce:5229	K10808
sacce:5093	K08738

### 04510	Focal adhesion
sacce:4241	K06269
sacce:6123	K02677
sacce:3616	K04371
sacce:741	K06276
sacce:4560	K06269
sacce:5160	K06269
sacce:5158	K04371
sacce:1940	K04393
sacce:1593	K03099
sacce:6084	K05692
sacce:6	K04513
sacce:2919	K06269
sacce:5268	K06276
sacce:4350	K04409
sacce:2838	K07836
sacce:4984	K06276

### 04520	Adherens junction
sacce:3493	K03097
sacce:2474	K03097
sacce:6	K04513
sacce:6084	K05692
sacce:1940	K04393
sacce:5158	K04371
sacce:4324	K03115
sacce:6257	K03115
sacce:3616	K04371
sacce:6412	K05747

### 04530	Tight junction
sacce:939	K03456
sacce:5121	K04345
sacce:817	K17260
sacce:6614	K04382
sacce:1940	K04393
sacce:867	K07901
sacce:5392	K07374
sacce:2863	K04345
sacce:2032	K04345
sacce:6	K04513
sacce:3244	K06100
sacce:1619	K04354
sacce:6084	K05692
sacce:5660	K04802
sacce:595	K10591
sacce:3735	K04382
sacce:5463	K18584
sacce:5284	K10352
sacce:6412	K05747

### 04540	Gap junction
sacce:2804	K04464
sacce:4335	K07827
sacce:6123	K02677
sacce:3616	K04371
sacce:6641	K04630
sacce:1593	K03099
sacce:5392	K07374
sacce:6427	K07375
sacce:5158	K04371
sacce:2032	K04345
sacce:2863	K04345
sacce:5121	K04345
sacce:1620	K07827

### 04640	Hematopoietic cell lineage

### 04610	Complement and coagulation cascades

### 04611	Platelet activation
sacce:4560	K06269
sacce:5160	K06269
sacce:6641	K04630
sacce:3616	K04371
sacce:4696	K04441
sacce:4241	K06269
sacce:2838	K07836
sacce:5121	K04345
sacce:6084	K05692
sacce:2032	K04345
sacce:2863	K04345
sacce:2919	K06269
sacce:6	K04513
sacce:5158	K04371

### 04620	Toll-like receptor signaling pathway
sacce:5158	K04371
sacce:4696	K04441
sacce:3616	K04371

### 04621	NOD-like receptor signaling pathway
sacce:1054	K08341
sacce:6	K04513
sacce:454	K04079
sacce:5158	K04371
sacce:4721	K03671
sacce:3550	K06030
sacce:2114	K03671
sacce:2048	K04079
sacce:3616	K04371
sacce:1793	K17065
sacce:1056	K17065
sacce:1383	K03671
sacce:6550	K15040
sacce:4498	K12795
sacce:4196	K08336
sacce:4696	K04441
sacce:3319	K08339

### 04622	RIG-I-like receptor signaling pathway
sacce:4797	K00863
sacce:187	K11594
sacce:218	K00863
sacce:4196	K08336
sacce:3319	K08339
sacce:4696	K04441
sacce:2488	K11594
sacce:5785	K09578

### 04623	Cytosolic DNA-sensing pathway
sacce:2603	K03022
sacce:1154	K03007
sacce:5347	K03009
sacce:3485	K03027
sacce:174	K03023
sacce:4952	K03019
sacce:6188	K03021
sacce:1055	K03026
sacce:4654	K14721
sacce:4164	K03025
sacce:1795	K03013
sacce:72	K03014
sacce:976	K03009
sacce:6383	K03016
sacce:5879	K03024
sacce:5400	K03018
sacce:1640	K03020

### 04650	Natural killer cell mediated cytotoxicity
sacce:1620	K07827
sacce:4350	K04409
sacce:5158	K04371
sacce:1593	K03099
sacce:3616	K04371
sacce:6348	K04348
sacce:4273	K04348
sacce:3160	K06268
sacce:6123	K02677
sacce:4335	K07827

### 04612	Antigen processing and presentation
sacce:6483	K03283
sacce:5535	K08054
sacce:2048	K04079
sacce:5454	K03283
sacce:2876	K03283
sacce:3442	K03283
sacce:454	K04079
sacce:2716	K03283

### 04660	T cell receptor signaling pathway
sacce:4350	K04409
sacce:1620	K07827
sacce:4984	K06276
sacce:1940	K04393
sacce:1593	K03099
sacce:5158	K04371
sacce:6	K04513
sacce:5268	K06276
sacce:741	K06276
sacce:4273	K04348
sacce:3160	K06268
sacce:3616	K04371
sacce:6348	K04348
sacce:4335	K07827
sacce:4696	K04441

### 04662	B cell receptor signaling pathway
sacce:1620	K07827
sacce:1593	K03099
sacce:5158	K04371
sacce:4273	K04348
sacce:3160	K06268
sacce:3616	K04371
sacce:6348	K04348
sacce:4335	K07827

### 04664	Fc epsilon RI signaling pathway
sacce:1620	K07827
sacce:4984	K06276
sacce:5268	K06276
sacce:1593	K03099
sacce:5158	K04371
sacce:741	K06276
sacce:3616	K04371
sacce:6123	K02677
sacce:4696	K04441
sacce:4335	K07827

### 04666	Fc gamma R-mediated phagocytosis
sacce:6123	K02677
sacce:4894	K00889
sacce:6412	K05747
sacce:1920	K12488
sacce:5461	K04718
sacce:67	K07941
sacce:1380	K04718
sacce:3367	K05758
sacce:1066	K01115
sacce:3616	K04371
sacce:214	K05757
sacce:5175	K12562
sacce:977	K05765
sacce:5692	K05755
sacce:5158	K04371
sacce:1940	K04393
sacce:1192	K05754
sacce:6274	K05756
sacce:4350	K04409

### 04670	Leukocyte transendothelial migration
sacce:6123	K02677
sacce:4696	K04441
sacce:6641	K04630
sacce:6084	K05692
sacce:6	K04513
sacce:1940	K04393
sacce:2838	K07836

### 04672	Intestinal immune network for IgA production

### 04062	Chemokine signaling pathway
sacce:6412	K05747
sacce:4335	K07827
sacce:3616	K04371
sacce:6641	K04630
sacce:5158	K04371
sacce:1940	K04393
sacce:1593	K03099
sacce:6	K04513
sacce:2032	K04345
sacce:2863	K04345
sacce:4488	K04536
sacce:2838	K07836
sacce:4350	K04409
sacce:5121	K04345
sacce:1620	K07827

### 04911	Insulin secretion
sacce:6123	K02677
sacce:2032	K04345
sacce:2863	K04345
sacce:5121	K04345

### 04910	Insulin signaling pathway
sacce:3616	K04371
sacce:5643	K04739
sacce:741	K06276
sacce:3191	K02991
sacce:1963	K00688
sacce:5160	K06269
sacce:4560	K06269
sacce:3339	K07203
sacce:4335	K07827
sacce:4241	K06269
sacce:6616	K03259
sacce:593	K07208
sacce:6044	K00693
sacce:4836	K11262
sacce:1370	K07203
sacce:5121	K04345
sacce:153	K11262
sacce:2374	K07195
sacce:4489	K00844
sacce:4984	K06276
sacce:1620	K07827
sacce:3571	K03841
sacce:2773	K00844
sacce:5158	K04371
sacce:1593	K03099
sacce:3922	K00844
sacce:4380	K02183
sacce:2973	K00844
sacce:2239	K00844
sacce:190	K07204
sacce:2032	K04345
sacce:4816	K00693
sacce:2919	K06269
sacce:2863	K04345
sacce:5268	K06276

### 04920	Adipocytokine signaling pathway
sacce:4503	K07297
sacce:6536	K01897
sacce:2534	K01897
sacce:2943	K07297
sacce:1370	K07203
sacce:3372	K01897
sacce:4494	K07359
sacce:6035	K07297
sacce:3339	K07203
sacce:3860	K07297
sacce:1566	K01897

### 03320	PPAR signaling pathway
sacce:3372	K01897
sacce:3024	K00864
sacce:450	K08770
sacce:2534	K01897
sacce:4984	K06276
sacce:6165	K00232
sacce:1873	K00507
sacce:6536	K01897
sacce:5268	K06276
sacce:741	K06276
sacce:1566	K01897
sacce:4860	K07513

### 04912	GnRH signaling pathway
sacce:1066	K01115
sacce:3616	K04371
sacce:6123	K02677
sacce:4696	K04441
sacce:4335	K07827
sacce:2804	K04464
sacce:1620	K07827
sacce:5121	K04345
sacce:4380	K02183
sacce:2863	K04345
sacce:2032	K04345
sacce:5158	K04371
sacce:1593	K03099
sacce:1940	K04393

### 04913	Ovarian steroidogenesis
sacce:2032	K04345
sacce:2863	K04345
sacce:5121	K04345

### 04915	Estrogen signaling pathway
sacce:5121	K04345
sacce:1620	K07827
sacce:1593	K03099
sacce:5158	K04371
sacce:454	K04079
sacce:2863	K04345
sacce:2032	K04345
sacce:2716	K03283
sacce:3442	K03283
sacce:4380	K02183
sacce:2876	K03283
sacce:5454	K03283
sacce:3616	K04371
sacce:6641	K04630
sacce:2048	K04079
sacce:6483	K03283
sacce:4335	K07827

### 04914	Progesterone-mediated oocyte maturation
sacce:2048	K04079
sacce:5924	K03355
sacce:6641	K04630
sacce:1083	K02537
sacce:4002	K03350
sacce:3616	K04371
sacce:3573	K03351
sacce:339	K03357
sacce:3477	K03349
sacce:497	K03352
sacce:4885	K03348
sacce:4335	K07827
sacce:4696	K04441
sacce:3544	K03353
sacce:1620	K07827
sacce:2654	K03364
sacce:5121	K04345
sacce:3152	K02178
sacce:2863	K04345
sacce:2032	K04345
sacce:454	K04079
sacce:4307	K03356
sacce:2509	K03359
sacce:5158	K04371
sacce:3515	K03358

### 04917	Prolactin signaling pathway
sacce:1593	K03099
sacce:5158	K04371
sacce:1620	K07827
sacce:2259	K00965
sacce:4696	K04441
sacce:4335	K07827
sacce:3616	K04371

### 04921	Oxytocin signaling pathway
sacce:4380	K02183
sacce:6084	K05692
sacce:6	K04513
sacce:2919	K06269
sacce:2863	K04345
sacce:2032	K04345
sacce:5158	K04371
sacce:4378	K03234
sacce:1620	K07827
sacce:5121	K04345
sacce:4494	K07359
sacce:6123	K02677
sacce:4335	K07827
sacce:2804	K04464
sacce:4241	K06269
sacce:4560	K06269
sacce:5160	K06269
sacce:5668	K08794
sacce:6641	K04630
sacce:3616	K04371
sacce:6348	K04348
sacce:4273	K04348
sacce:5336	K08794
sacce:3160	K06268

### 04918	Thyroid hormone synthesis
sacce:2863	K04345
sacce:2032	K04345
sacce:4959	K00432
sacce:679	K09490
sacce:5121	K04345
sacce:5616	K00432
sacce:6088	K00383
sacce:6123	K02677
sacce:5535	K08054
sacce:5968	K00432

### 04919	Thyroid hormone signaling pathway
sacce:6694	K05857
sacce:1370	K07203
sacce:5121	K04345
sacce:1620	K07827
sacce:4984	K06276
sacce:2633	K06067
sacce:5158	K04371
sacce:2863	K04345
sacce:2032	K04345
sacce:5268	K06276
sacce:6084	K05692
sacce:6496	K15146
sacce:741	K06276
sacce:3616	K04371
sacce:3339	K07203
sacce:5219	K06062
sacce:3730	K19029
sacce:4335	K07827
sacce:1562	K15156
sacce:6123	K02677
sacce:593	K07208
sacce:2178	K11644

### 04916	Melanogenesis
sacce:3616	K04371
sacce:6641	K04630
sacce:4335	K07827
sacce:6123	K02677
sacce:5121	K04345
sacce:1620	K07827
sacce:5158	K04371
sacce:4380	K02183
sacce:2032	K04345
sacce:2863	K04345

### 04614	Renin-angiotensin system
sacce:1826	K13289
sacce:4634	K13289

### 04260	Cardiac muscle contraction
sacce:6281	K02263
sacce:2132	K00412
sacce:1392	K02267
sacce:5220	K00418
sacce:5747	K00414
sacce:4568	K00412
sacce:872	K02256
sacce:5963	K00417
sacce:6371	K02266
sacce:3712	K00419
sacce:943	K02262
sacce:57	K02264
sacce:5210	K02263
sacce:2080	K02261
sacce:2354	K00412
sacce:4100	K00420
sacce:6224	K00411
sacce:6162	K00416
sacce:5768	K00413
sacce:2883	K02265
sacce:909	K02272
sacce:5290	K00412
sacce:2244	K00415

### 04261	Adrenergic signaling in cardiomyocytes
sacce:5158	K04371
sacce:4380	K02183
sacce:1619	K04354
sacce:2863	K04345
sacce:2919	K06269
sacce:2032	K04345
sacce:5121	K04345
sacce:939	K03456
sacce:6614	K04382
sacce:4241	K06269
sacce:4696	K04441
sacce:6123	K02677
sacce:3616	K04371
sacce:4560	K06269
sacce:5160	K06269
sacce:6641	K04630
sacce:3201	K11584
sacce:3735	K04382

### 04270	Vascular smooth muscle contraction
sacce:5121	K04345
sacce:5158	K04371
sacce:4380	K02183
sacce:2863	K04345
sacce:2919	K06269
sacce:2032	K04345
sacce:6	K04513
sacce:3616	K04371
sacce:5160	K06269
sacce:4560	K06269
sacce:4241	K06269
sacce:6123	K02677

### 04970	Salivary secretion
sacce:2863	K04345
sacce:2032	K04345
sacce:4380	K02183
sacce:5121	K04345
sacce:6123	K02677

### 04971	Gastric acid secretion
sacce:6123	K02677
sacce:6641	K04630
sacce:4380	K02183
sacce:2863	K04345
sacce:2032	K04345
sacce:5121	K04345

### 04972	Pancreatic secretion
sacce:6123	K02677
sacce:6	K04513
sacce:867	K07901
sacce:2838	K07836

### 04976	Bile secretion
sacce:2375	K05658
sacce:5121	K04345
sacce:2863	K04345
sacce:2032	K04345
sacce:142	K00021
sacce:2460	K00021

### 04973	Carbohydrate digestion and absorption
sacce:2773	K00844
sacce:3922	K00844
sacce:2973	K00844
sacce:2239	K00844
sacce:4489	K00844

### 04974	Protein digestion and absorption

### 04975	Fat digestion and absorption
sacce:1051	K14455
sacce:3181	K14457
sacce:1541	K13509

### 04977	Vitamin digestion and absorption

### 04978	Mineral absorption
sacce:4897	K07213
sacce:1451	K14688
sacce:3447	K14688
sacce:4013	K14686

### 04962	Vasopressin-regulated water reabsorption
sacce:5765	K10418
sacce:914	K12462
sacce:6002	K10415
sacce:3621	K07905
sacce:4178	K07889
sacce:4765	K06027
sacce:5906	K07889
sacce:156	K10413
sacce:5256	K04648
sacce:3817	K07905
sacce:2863	K04345
sacce:2032	K04345
sacce:5121	K04345

### 04960	Aldosterone-regulated sodium reabsorption
sacce:6123	K02677
sacce:4335	K07827
sacce:3616	K04371
sacce:741	K06276
sacce:5268	K06276
sacce:5158	K04371
sacce:4984	K06276
sacce:1620	K07827

### 04961	Endocrine and other factor-regulated calcium reabsorption
sacce:4957	K04646
sacce:1042	K11824
sacce:6123	K02677
sacce:5121	K04345
sacce:5437	K11827
sacce:2863	K04345
sacce:2032	K04345

### 04964	Proximal tubule bicarbonate reclamation
sacce:1512	K13577

### 04966	Collecting duct acid secretion
sacce:4940	K02155
sacce:2531	K02152
sacce:5577	K02155
sacce:2414	K02154
sacce:6005	K02149
sacce:2713	K02148
sacce:5273	K02145
sacce:3832	K02150
sacce:4480	K02154
sacce:4863	K02147
sacce:2199	K02152
sacce:1574	K02151
sacce:5112	K02146

### 04724	Glutamatergic synapse
sacce:5121	K04345
sacce:4488	K04536
sacce:2032	K04345
sacce:2863	K04345
sacce:5939	K01915
sacce:5158	K04371
sacce:6641	K04630
sacce:1066	K01115
sacce:3160	K06268
sacce:4273	K04348
sacce:6348	K04348
sacce:3616	K04371
sacce:6123	K02677

### 04727	GABAergic synapse
sacce:2032	K04345
sacce:2863	K04345
sacce:5939	K01915
sacce:493	K13524
sacce:1054	K08341
sacce:6447	K15015
sacce:4488	K04536
sacce:5121	K04345
sacce:6123	K02677
sacce:6641	K04630
sacce:4765	K06027
sacce:4613	K01580

### 04725	Cholinergic synapse
sacce:2032	K04345
sacce:2863	K04345
sacce:5158	K04371
sacce:1620	K07827
sacce:5121	K04345
sacce:4488	K04536
sacce:6123	K02677
sacce:4335	K07827
sacce:6641	K04630
sacce:3616	K04371

### 04728	Dopaminergic synapse
sacce:6123	K02677
sacce:4696	K04441
sacce:4241	K06269
sacce:3735	K04382
sacce:3201	K11584
sacce:6641	K04630
sacce:4560	K06269
sacce:5160	K06269
sacce:4273	K04348
sacce:5590	K10396
sacce:6348	K04348
sacce:2032	K04345
sacce:2919	K06269
sacce:2863	K04345
sacce:1619	K04354
sacce:4380	K02183
sacce:6614	K04382
sacce:939	K03456
sacce:4488	K04536
sacce:5121	K04345

### 04726	Serotonergic synapse
sacce:4335	K07827
sacce:6123	K02677
sacce:3616	K04371
sacce:6641	K04630
sacce:5158	K04371
sacce:2863	K04345
sacce:2032	K04345
sacce:4488	K04536
sacce:5121	K04345
sacce:1620	K07827

### 04720	Long-term potentiation
sacce:4241	K06269
sacce:4335	K07827
sacce:6123	K02677
sacce:6348	K04348
sacce:3616	K04371
sacce:3160	K06268
sacce:4273	K04348
sacce:5160	K06269
sacce:4560	K06269
sacce:5158	K04371
sacce:4380	K02183
sacce:2863	K04345
sacce:2919	K06269
sacce:2032	K04345
sacce:5121	K04345
sacce:2838	K07836
sacce:1620	K07827

### 04730	Long-term depression
sacce:3616	K04371
sacce:6641	K04630
sacce:3735	K04382
sacce:4335	K07827
sacce:6123	K02677
sacce:939	K03456
sacce:1620	K07827
sacce:6614	K04382
sacce:5158	K04371

### 04723	Retrograde endocannabinoid signaling
sacce:6447	K15015
sacce:4488	K04536
sacce:5121	K04345
sacce:5211	K03955
sacce:2032	K04345
sacce:2863	K04345
sacce:5158	K04371
sacce:2273	K01054
sacce:6641	K04630
sacce:3616	K04371
sacce:6123	K02677
sacce:4696	K04441

### 04721	Synaptic vesicle cycle
sacce:5577	K02155
sacce:2414	K02154
sacce:409	K15292
sacce:5437	K11827
sacce:2531	K02152
sacce:6447	K15015
sacce:4940	K02155
sacce:2503	K15296
sacce:6065	K08486
sacce:137	K08486
sacce:4863	K02147
sacce:4480	K02154
sacce:3832	K02150
sacce:5112	K02146
sacce:2199	K02152
sacce:1574	K02151
sacce:784	K03661
sacce:2713	K02148
sacce:6005	K02149
sacce:1042	K11824
sacce:1444	K02144
sacce:5273	K02145
sacce:4765	K06027
sacce:4957	K04646

### 04722	Neurotrophin signaling pathway
sacce:2838	K07836
sacce:1620	K07827
sacce:6377	K06630
sacce:4984	K06276
sacce:1940	K04393
sacce:1593	K03099
sacce:1517	K06630
sacce:5158	K04371
sacce:6	K04513
sacce:5268	K06276
sacce:4380	K02183
sacce:741	K06276
sacce:3616	K04371
sacce:2804	K04464
sacce:4335	K07827
sacce:4696	K04441
sacce:914	K12462

### 04744	Phototransduction
sacce:4380	K02183
sacce:4488	K04536

### 04745	Phototransduction - fly
sacce:6123	K02677
sacce:4380	K02183
sacce:6084	K05692

### 04740	Olfactory transduction
sacce:4488	K04536
sacce:5121	K04345
sacce:4380	K02183
sacce:2863	K04345
sacce:2032	K04345

### 04742	Taste transduction
sacce:5121	K04345
sacce:2032	K04345
sacce:2863	K04345

### 04750	Inflammatory mediator regulation of TRP channels
sacce:5121	K04345
sacce:2863	K04345
sacce:2919	K06269
sacce:2032	K04345
sacce:4380	K02183
sacce:5160	K06269
sacce:4560	K06269
sacce:4241	K06269
sacce:4696	K04441
sacce:6123	K02677

### 04320	Dorso-ventral axis formation
sacce:4335	K07827
sacce:3616	K04371
sacce:5158	K04371
sacce:1593	K03099
sacce:1620	K07827

### 04360	Axon guidance
sacce:1620	K07827
sacce:4350	K04409
sacce:6	K04513
sacce:977	K05765
sacce:5158	K04371
sacce:1940	K04393
sacce:6641	K04630
sacce:3616	K04371
sacce:6348	K04348
sacce:4273	K04348
sacce:3160	K06268
sacce:6123	K02677
sacce:4335	K07827

### 04380	Osteoclast differentiation
sacce:4696	K04441
sacce:3616	K04371
sacce:6348	K04348
sacce:4273	K04348
sacce:3160	K06268
sacce:5158	K04371

### 04710	Circadian rhythm
sacce:3702	K03347
sacce:3682	K03094
sacce:5441	K03868

### 04713	Circadian entrainment
sacce:6123	K02677
sacce:6641	K04630
sacce:3616	K04371
sacce:2863	K04345
sacce:2032	K04345
sacce:4380	K02183
sacce:5158	K04371
sacce:4488	K04536
sacce:5121	K04345

### 04711	Circadian rhythm - fly

### 04712	Circadian rhythm - plant
sacce:2474	K03097
sacce:3493	K03097
sacce:6257	K03115
sacce:4324	K03115

### 04626	Plant-pathogen interaction
sacce:2048	K04079
sacce:4498	K12795
sacce:3024	K00864
sacce:454	K04079
sacce:4380	K02183

### 05200	Pathways in cancer
sacce:4035	K03872
sacce:3616	K04371
sacce:3702	K03347
sacce:4582	K02219
sacce:4975	K09291
sacce:6641	K04630
sacce:5093	K08738
sacce:4699	K09291
sacce:2048	K04079
sacce:3339	K07203
sacce:3682	K03094
sacce:4335	K07827
sacce:5441	K03868
sacce:6123	K02677
sacce:223	K11126
sacce:2165	K04482
sacce:6470	K08738
sacce:5121	K04345
sacce:1370	K07203
sacce:4488	K04536
sacce:2633	K06067
sacce:5065	K01679
sacce:2513	K08734
sacce:1620	K07827
sacce:4686	K08736
sacce:5158	K04371
sacce:5364	K00799
sacce:1593	K03099
sacce:2549	K08735
sacce:1940	K04393
sacce:558	K08737
sacce:4380	K02183
sacce:454	K04079
sacce:1884	K00799
sacce:6	K04513
sacce:2032	K04345
sacce:2863	K04345

### 05202	Transcriptional misregulation in cancer
sacce:4168	K12823
sacce:2178	K11644
sacce:5874	K11427
sacce:3977	K04728
sacce:2573	K11253
sacce:2633	K06067
sacce:4848	K14651
sacce:3492	K11313

### 05206	MicroRNAs in cancer
sacce:190	K07204
sacce:6	K04513
sacce:1593	K03099
sacce:1620	K07827
sacce:3977	K04728
sacce:2375	K05658
sacce:1370	K07203
sacce:6123	K02677
sacce:4335	K07827
sacce:2804	K04464
sacce:2925	K10577
sacce:3339	K07203

### 05205	Proteoglycans in cancer
sacce:3191	K02991
sacce:741	K06276
sacce:3616	K04371
sacce:4168	K12823
sacce:3339	K07203
sacce:5160	K06269
